id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,isFromInsideBox,keeperId,firstName,lastName,fullName,teamColor,match_id,match_date,league_name,home_team,away_team,league_season,home_goals,away_goals,score,source_file
2755403293,AttemptSaved,8633,701154,Kylian Mbappé,92.5,39.713095239,59,,0,1,103.103448276,35.6775,35.220000000000006,0.6934736808,0.1484171152114868,0.1198558583855629,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.6772486772486757, 'y': 0.18345864571428572, 'zoomRatio': 1}",0,1,1280020.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506935,2024-12-04 20:00:00+00:00,LaLiga,Athletic Club,Real Madrid,2024/2025,2,1,2 - 1,25_J19_shotsMbappeAthleticMadrid.csv
2755411625,AttemptSaved,8633,701154,Kylian Mbappé,94.0,34.0,68,,0,1,104.1465517242,34.0,32.474999999999994,0.9374736796,0.7884,0.6142757534980774,RightFoot,Penalty,SecondHalf,0,"{'x': 1.4034391534391548, 'y': 0.24800890994708993, 'zoomRatio': 1}",0,1,1280020.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506935,2024-12-04 20:00:00+00:00,LaLiga,Athletic Club,Real Madrid,2024/2025,2,1,2 - 1,25_J19_shotsMbappeAthleticMadrid.csv
2755419233,AttemptSaved,8633,701154,Kylian Mbappé,82.1470873792,51.1472611451,78,,0,1,104.051724138,35.525000000000006,32.70374999999999,1.0979999946,0.023757629096508,0.0444516725838184,RightFoot,RegularPlay,SecondHalf,0,"{'x': 1.3429232804232825, 'y': 0.29047618904761907, 'zoomRatio': 1}",0,0,1280020.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506935,2024-12-04 20:00:00+00:00,LaLiga,Athletic Club,Real Madrid,2024/2025,2,1,2 - 1,25_J19_shotsMbappeAthleticMadrid.csv
2721909419,AttemptSaved,8633,701154,Kylian Mbappé,90.6,48.7650955389,13,,0,1,102.8189655174,36.36375,34.838750000000005,0.0834736838,0.0187703501433134,0.0257542412728071,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0.7781084656084645, 'y': 0.02208298513227513, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2721919577,Miss,8633,701154,Kylian Mbappé,95.640350876,42.2928125,23,,0,0,,,39.62904762,5.9142069072,0.1263374239206314,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0.35540553202936975, 'y': 0.6772486772486772, 'zoomRatio': 0.4328560092957581}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2721921723,AttemptSaved,8633,701154,Kylian Mbappé,93.4,47.3638216529,25,,0,1,102.4396551726,37.672,32.85625,0.5714736814000001,0.0235645398497581,0.0692755132913589,RightFoot,RegularPlay,FirstHalf,0,"{'x': 1.3025793650793662, 'y': 0.15118351359788362, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2721928677,AttemptSaved,8633,701154,Kylian Mbappé,91.7,39.96523809599999,32,,1,1,95.2543859636,38.032142859,33.77125,1.219999994,0.0850204527378082,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 1.0605158730158726, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2721953293,Goal,8633,701154,Kylian Mbappé,99.2105263157,36.745000000000005,46,,0,1,,,34.07625,1.219999994,0.8737501502037048,0.9900508522987366,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.9798280423280419, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2721954597,AttemptSaved,8633,701154,Kylian Mbappé,94.0964912264,47.3638216529,48,,0,1,103.8620689656,37.05,36.745000000000005,0.160526315,0.0900150388479232,0.1303371340036392,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.2738095238095226, 'y': 0.042467279100529096, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2721979653,AttemptSaved,8633,701154,Kylian Mbappé,91.8,37.431250000000006,90,4.0,1,1,94.0,36.745000000000005,33.2375,1.219999994,0.0779690146446228,0.0,RightFoot,RegularPlay,SecondHalf,0,"{'x': 1.2017195767195774, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4621548,2024-09-17 19:00:00+00:00,Champions League,Real Madrid,VfB Stuttgart,2024/2025,3,1,3 - 1,06_ChampJ1_shotsMbappeMadridStuttgart.csv
2763943457,AttemptSaved,8633,701154,Kylian Mbappé,98.3421052628,46.0326114612,73,,0,1,103.577586207,37.708,34.0,1.0145263108,0.1098547056317329,0.0805262103676796,LeftFoot,RegularPlay,SecondHalf,0,"{'x': 1, 'y': 0.2683932039153439, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4686824,2025-01-06 18:00:00+00:00,Copa del Rey,Deportiva Minera,Real Madrid,2024/2025,0,5,0 - 5,26_CR1_shotsMbappeMineraMadrid.csv
2763945317,Miss,8633,701154,Kylian Mbappé,92.1,38.956666668,90,0.0,0,0,,,30.316,4.7063448344,0.129251554608345,0.0,RightFoot,RegularPlay,SecondHalf,0,"{'x': 1.5301320270345649, 'y': 0.6772486772486772, 'zoomRatio': 0.5439465423970294}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4686824,2025-01-06 18:00:00+00:00,Copa del Rey,Deportiva Minera,Real Madrid,2024/2025,0,5,0 - 5,26_CR1_shotsMbappeMineraMadrid.csv
0,0,0,701154,Kylian Mbappé,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,Kylian,Mbappé,Kylian Mbappé,#085098,4506819,2024-09-29 19:00:00+00:00,LaLiga,Atletico Madrid,Real Madrid,2024/2025,1,1,1 - 1,09_J8_shotsMbappeAtleticoMadrid.csv
2756578907,AttemptSaved,8633,701154,Kylian Mbappé,88.5,31.7125,35,,0,1,103.9568965518,34.305,36.51625,0.160526315,0.0910901129245758,0.2666879594326019,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0.33432539682539697, 'y': 0.042467279100529096, 'zoomRatio': 1}",0,0,278285.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506908,2024-12-07 20:00:00+00:00,LaLiga,Girona,Real Madrid,2024/2025,0,3,0 - 3,21_J16_shotsMbappeGironaMadrid.csv
2756608871,Goal,8633,701154,Kylian Mbappé,99.3070175438,19.5151592383,62,,0,1,,,37.12625,0.0385263156,0.0637769773602485,0.0981486514210701,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.1729497354497358, 'y': 0.010192146984126984, 'zoomRatio': 1}",0,1,278285.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506908,2024-12-07 20:00:00+00:00,LaLiga,Girona,Real Madrid,2024/2025,0,3,0 - 3,21_J16_shotsMbappeGironaMadrid.csv
2756616581,AttemptSaved,8633,701154,Kylian Mbappé,90.4,20.0056050984,72,,1,1,92.7,22.1775796217,34.305,1.219999994,0.0310381222516298,0.0,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.9193121693121694, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506908,2024-12-07 20:00:00+00:00,LaLiga,Girona,Real Madrid,2024/2025,0,3,0 - 3,21_J16_shotsMbappeGironaMadrid.csv
2756617735,AttemptSaved,8633,701154,Kylian Mbappé,96.7982456132,21.687133761599995,74,,0,1,102.629310345,29.043333332,32.85625,0.9374736796,0.1447227299213409,0.1495855450630188,RightFoot,RegularPlay,SecondHalf,0,"{'x': 1.3025793650793662, 'y': 0.24800890994708993, 'zoomRatio': 1}",0,1,278285.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506908,2024-12-07 20:00:00+00:00,LaLiga,Girona,Real Madrid,2024/2025,0,3,0 - 3,21_J16_shotsMbappeGironaMadrid.csv
2757747743,AttemptSaved,8633,701154,Kylian Mbappé,98.4385964909,22.8782165647,2,,0,1,101.5862068968,27.53047619,33.466249999999995,0.8539999958000001,0.2977373600006103,0.1793203502893448,RightFoot,RegularPlay,FirstHalf,0,"{'x': 1.141203703703705, 'y': 0.22592592481481483, 'zoomRatio': 1}",0,1,1013021.0,Kylian,Mbappé,Kylian Mbappé,#085098,4621545,2024-12-10 20:00:00+00:00,Champions League,Atalanta,Real Madrid,2024/2025,2,3,2 - 3,22_ChampsJ6_shotsMbappeAtalantaMadrid.csv
2757757475,Goal,8633,701154,Kylian Mbappé,93.4,30.135952379000003,10,,0,1,,,35.75375,0.160526315,0.5005486607551575,0.7674515247344971,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0.5360449735449745, 'y': 0.042467279100529096, 'zoomRatio': 1}",0,1,1013021.0,Kylian,Mbappé,Kylian Mbappé,#085098,4621545,2024-12-10 20:00:00+00:00,Champions League,Atalanta,Real Madrid,2024/2025,2,3,2 - 3,22_ChampsJ6_shotsMbappeAtalantaMadrid.csv
2757761711,AttemptSaved,8633,701154,Kylian Mbappé,82.93543689360001,30.28,14,,0,1,100.8275862072,32.24625,33.2375,1.4254736772,0.0970335751771926,0.0486893579363822,RightFoot,FastBreak,FirstHalf,0,"{'x': 1.2017195767195774, 'y': 0.3771094384126984, 'zoomRatio': 1}",0,0,1013021.0,Kylian,Mbappé,Kylian Mbappé,#085098,4621545,2024-12-10 20:00:00+00:00,Champions League,Atalanta,Real Madrid,2024/2025,2,3,2 - 3,22_ChampsJ6_shotsMbappeAtalantaMadrid.csv
2713376261,AttemptSaved,8633,701154,Kylian Mbappé,94.7719298231,47.0135031814,9,,0,1,103.1982758622,37.431250000000006,32.474999999999994,0.3659999982,0.0389524213969707,0.1247867420315742,LeftFoot,RegularPlay,FirstHalf,0,"{'x': 1.4034391534391548, 'y': 0.09682539634920634, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506759,2024-08-25 15:00:00+00:00,LaLiga,Real Madrid,Real Valladolid,2024/2025,3,0,3 - 0,02_J2_shotsMbappeMadridValladolid.csv
2713443949,AttemptSaved,8633,701154,Kylian Mbappé,102.2500000002,40.553571429,58,,0,1,104.1465517242,37.2025,32.3225,1.3805263090000002,0.0935031697154045,0.4197452068328857,Header,FromCorner,SecondHalf,0,"{'x': 1.4437830687830693, 'y': 0.3652186002645503, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506759,2024-08-25 15:00:00+00:00,LaLiga,Real Madrid,Real Valladolid,2024/2025,3,0,3 - 0,02_J2_shotsMbappeMadridValladolid.csv
2713468365,AttemptSaved,8633,701154,Kylian Mbappé,97.7631578942,37.27875,79,,0,1,102.7241379312,36.05875,34.22875,0.9374736796,0.6299890875816345,0.4286696910858154,LeftFoot,FastBreak,SecondHalf,0,"{'x': 0.9394841269841275, 'y': 0.24800890994708993, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506759,2024-08-25 15:00:00+00:00,LaLiga,Real Madrid,Real Valladolid,2024/2025,3,0,3 - 0,02_J2_shotsMbappeMadridValladolid.csv
2713475461,Miss,8633,701154,Kylian Mbappé,97.7631578942,44.1408917151,86,,0,0,,,24.6298089222,0.4430526294,0.2246860265731811,0.0,RightFoot,FastBreak,SecondHalf,0,"{'x': 2, 'y': 0.047283201134466414, 'zoomRatio': 0.4034069282701858}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506759,2024-08-25 15:00:00+00:00,LaLiga,Real Madrid,Real Valladolid,2024/2025,3,0,3 - 0,02_J2_shotsMbappeMadridValladolid.csv
2710765341,Miss,8633,701154,Kylian Mbappé,100.4482758624,39.292857144,25,,0,0,,,38.78857143,0.2696842092,0.1354834735393524,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0, 'y': 0.05631830142711271, 'zoomRatio': 0.7893794747048395}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506747,2024-08-18 19:30:00+00:00,LaLiga,Mallorca,Real Madrid,2024/2025,1,1,1 - 1,01_J1_shotsMbappeMallorcaMadrid.csv
2710817143,AttemptSaved,8633,701154,Kylian Mbappé,93.6,48.34471337309999,62,,0,1,103.9568965518,36.05875,36.8975,0.2054736832,0.0204080920666456,0.221227154135704,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.23346560846560827, 'y': 0.05435811724867726, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506747,2024-08-18 19:30:00+00:00,LaLiga,Mallorca,Real Madrid,2024/2025,1,1,1 - 1,01_J1_shotsMbappeMallorcaMadrid.csv
2710821621,AttemptSaved,8633,701154,Kylian Mbappé,99.2105263157,45.8924840726,70,,0,1,103.4827586208,38.536428573,35.525000000000006,0.2439999988,0.0927102416753768,0.1414208561182022,LeftFoot,RegularPlay,SecondHalf,0,"{'x': 0.5965608465608451, 'y': 0.06455026423280423, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506747,2024-08-18 19:30:00+00:00,LaLiga,Mallorca,Real Madrid,2024/2025,1,1,1 - 1,01_J1_shotsMbappeMallorcaMadrid.csv
2710822199,Miss,8633,701154,Kylian Mbappé,91.1,39.545000001,71,,0,0,,,26.858095238000004,6.027172424800001,0.0503864549100399,0.0,RightFoot,FromCorner,SecondHalf,0,"{'x': 1.8025065838830763, 'y': 0.6772486772486772, 'zoomRatio': 0.42474311660080777}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506747,2024-08-18 19:30:00+00:00,LaLiga,Mallorca,Real Madrid,2024/2025,1,1,1 - 1,01_J1_shotsMbappeMallorcaMadrid.csv
0,0,0,701154,Kylian Mbappé,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506872,2025-01-03 20:00:00+00:00,LaLiga,Valencia,Real Madrid,2024/2025,1,2,1 - 2,15_J12_shotsMbappeValenciaMadrid.csv
2754186083,Goal,8633,701154,Kylian Mbappé,82.8228155344,45.752356684000006,38,,0,1,,,31.02625,0.2825263144,0.0583782047033309,0.3405236005783081,RightFoot,FastBreak,FirstHalf,0,"{'x': 1.7867063492063497, 'y': 0.07474241121693122, 'zoomRatio': 1}",0,0,581919.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506902,2024-12-01 15:15:00+00:00,LaLiga,Real Madrid,Getafe,2024/2025,2,0,2 - 0,20_J15_shotsMbappeMadridGetafe.csv
2754229531,AttemptSaved,8633,701154,Kylian Mbappé,91.6,42.581875,49,,1,1,93.4,41.7725,35.0675,1.219999994,0.0502327196300029,0.0,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.7175925925925919, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506902,2024-12-01 15:15:00+00:00,LaLiga,Real Madrid,Getafe,2024/2025,2,0,2 - 0,20_J15_shotsMbappeMadridGetafe.csv
2754257089,Miss,8633,701154,Kylian Mbappé,98.9210526314,26.343125,74,,0,0,,,38.620476192,0.0898947364,0.6186274290084839,0.0,RightFoot,FastBreak,SecondHalf,0,"{'x': 0, 'y': 0.019455729813227015, 'zoomRatio': 0.8180974953501073}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506902,2024-12-01 15:15:00+00:00,LaLiga,Real Madrid,Getafe,2024/2025,2,0,2 - 0,20_J15_shotsMbappeMadridGetafe.csv
2754259153,AttemptSaved,8633,701154,Kylian Mbappé,93.1,25.649375000000003,77,,0,1,98.1491228066,28.875238094000004,34.99125,0.3274736826,0.3906434178352356,0.333016574382782,RightFoot,RegularPlay,SecondHalf,0,"{'x': 0.73776455026455, 'y': 0.08663324936507935, 'zoomRatio': 1}",0,1,581919.0,Kylian,Mbappé,Kylian Mbappé,#085098,4506902,2024-12-01 15:15:00+00:00,LaLiga,Real Madrid,Getafe,2024/2025,2,0,2 - 0,20_J15_shotsMbappeMadridGetafe.csv
2754277827,Miss,8633,701154,Kylian Mbappé,97.3771929818,37.94809524,90,5.0,0,0,,,28.791190475,0.4430526294,0.2748970091342926,0.0,LeftFoot,RegularPlay,SecondHalf,0,"{'x': 2, 'y': 0.08505832806393514, 'zoomRatio': 0.725693650700349}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506902,2024-12-01 15:15:00+00:00,LaLiga,Real Madrid,Getafe,2024/2025,2,0,2 - 0,20_J15_shotsMbappeMadridGetafe.csv
2716674681,AttemptSaved,8633,701154,Kylian Mbappé,84.1742718448,49.8861146477,13,,1,1,87.7485294116,47.2236942643,34.99125,1.219999994,0.0191804375499486,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0.73776455026455, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,0,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716682725,AttemptSaved,8633,701154,Kylian Mbappé,97.1842105256,39.040714287,22,,0,1,103.577586207,34.99125,31.63625,1.6630526234,0.0903172045946121,0.200941801071167,LeftFoot,RegularPlay,FirstHalf,0,"{'x': 1.6253306878306886, 'y': 0.4399610114814815, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716684863,Miss,8633,701154,Kylian Mbappé,100.8275862072,20.9164331243,24,,0,0,,,50.0963057306,0.0898947364,0.0543094649910926,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0, 'y': 0.0055848054767688084, 'zoomRatio': 0.23483649374365478}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716692967,AttemptSaved,8633,701154,Kylian Mbappé,91.0,46.5931210156,34,,1,1,92.4,45.3319745182,33.61875,1.219999994,0.0233531072735786,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 1.1008597883597888, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716696615,AttemptSaved,8633,701154,Kylian Mbappé,91.0,47.15363057,38,,1,1,92.6,46.0326114612,37.431250000000006,1.219999994,0.0183831471949815,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 0.09226190476190332, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716727409,AttemptSaved,8633,701154,Kylian Mbappé,93.0,21.7571974559,52,,1,1,94.5789473669,23.3686624248,33.61875,1.219999994,0.0236597452312707,0.0,RightFoot,RegularPlay,SecondHalf,0,"{'x': 1.1008597883597888, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716734911,AttemptSaved,8633,701154,Kylian Mbappé,93.0,43.440254772100005,63,,1,1,95.1578947355,42.119375,34.61,1.219999994,0.0776416063308715,0.0,LeftFoot,RegularPlay,SecondHalf,0,"{'x': 0.8386243386243388, 'y': 0.32275132116402117, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716737379,Goal,8633,701154,Kylian Mbappé,96.5087719289,37.744,67,,0,1,,,36.2875,0.0834736838,0.6019985675811768,0.7707548141479492,LeftFoot,RegularPlay,SecondHalf,0,"{'x': 0.39484126984126955, 'y': 0.02208298513227513, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2716741259,Goal,8633,701154,Kylian Mbappé,94.0,34.0,76,,0,1,,,32.55125,0.8154736802,0.7884,0.6397467851638794,RightFoot,Penalty,SecondHalf,0,"{'x': 1.3832671957671967, 'y': 0.2157337778306878, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506783,2024-09-01 19:30:00+00:00,LaLiga,Real Madrid,Real Betis,2024/2025,2,0,2 - 0,04_J4_shotsMbappeMadridBetis.csv
2720290647,AttemptSaved,8633,701154,Kylian Mbappé,93.2,21.2667515958,18,,0,1,102.9137931036,31.78875,33.8475,0.0834736838,0.0393100045621395,0.0265813861042261,LeftFoot,RegularPlay,FirstHalf,0,"{'x': 1.0403439153439162, 'y': 0.02208298513227513, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506794,2024-09-14 19:00:00+00:00,LaLiga,Real Sociedad,Real Madrid,2024/2025,0,2,0 - 2,05_J5_shotsMbappeSociedadMadrid.csv
2720304629,Miss,8633,701154,Kylian Mbappé,102.4396551726,46.3829299327,37,,0,0,102.3448275864,0.0,1.4430331762000002,1.1622105206000002,0.0751742273569107,0.0,RightFoot,RegularPlay,FirstHalf,0,"{'x': 2, 'y': 0.03569775178658209, 'zoomRatio': 0.11610418195458924}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506794,2024-09-14 19:00:00+00:00,LaLiga,Real Sociedad,Real Madrid,2024/2025,0,2,0 - 2,05_J5_shotsMbappeSociedadMadrid.csv
2720347573,Goal,8633,701154,Kylian Mbappé,94.0,34.0,75,,0,1,,,34.915000000000006,0.8154736802,0.7884,0.7025466561317444,RightFoot,Penalty,SecondHalf,0,"{'x': 0.7579365079365064, 'y': 0.2157337778306878, 'zoomRatio': 1}",0,1,,Kylian,Mbappé,Kylian Mbappé,#085098,4506794,2024-09-14 19:00:00+00:00,LaLiga,Real Sociedad,Real Madrid,2024/2025,0,2,0 - 2,05_J5_shotsMbappeSociedadMadrid.csv
